RecordNo,Index,TopofMind,Unaided,Aided,TotalAwarness,Wykształcenie,Funkcja
2815,12,NA,NA,NA,Aronia,Średnie techniczne,Właściciel
2822,12,NA,NA,NA,Jabłka,Średnie techniczne,Właściciel
2824,12,NA,NA,NA,Borówki,Średnie techniczne,Właściciel
2832,12,NA,NA,NA,Śliwki,Średnie ogólne,???
2835,12,NA,NA,NA,Jagody,Średnie techniczne,???
2837,12,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,12,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,12,NA,NA,NA,Maliny,Średnie ogólne,Dyrektor / wicedyrektor
2868,12,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,12,NA,NA,NA,Śliwki,Wyższe,Główny agronom
2879,12,NA,NA,NA,Aronia,Wyższe,Właściciel
2880,12,NA,NA,NA,Wiśnie,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,12,NA,NA,NA,Jagody,Średnie techniczne,???
2886,12,NA,NA,NA,Truskawki,Wyższe,Główny agronom
1136,13,NA,NA,NA,Wiśnie,Średnie techniczne,Właściciel
1143,13,NA,NA,NA,Jagody,Średnie ogólne,Główny agronom
1145,13,NA,NA,NA,Maliny,Wyższe,Właściciel
1151,13,NA,NA,NA,Śliwki,Średnie ogólne,Dyrektor / wicedyrektor
1154,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1167,13,NA,NA,NA,Śliwki,Średnie techniczne,Główny agronom
1191,13,NA,NA,NA,Śliwki,Wyższe,Dyrektor / wicedyrektor
1203,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,13,NA,NA,NA,Śliwki,Średnie ogólne,Główny agronom
1221,13,NA,NA,NA,Śliwki,Średnie techniczne,Agronom – ekspert
1233,13,NA,NA,NA,Gruszki,Średnie techniczne,Właściciel
1234,13,NA,NA,NA,Gruszki,Wyższe,Główny agronom
1236,13,NA,NA,NA,Śliwki,Średnie ogólne,Właściciel
1256,13,NA,NA,NA,Wiśnie,Średnie ogólne,Dyrektor / wicedyrektor
1261,13,NA,NA,NA,Borówki,Średnie techniczne,Właściciel
1271,13,NA,NA,NA,Wiśnie,Średnie ogólne,???
1272,13,NA,NA,NA,Gruszki,Wyższe,Agronom – ekspert
1286,13,NA,NA,NA,Porzeczki,Średnie ogólne,Główny agronom
1292,13,NA,NA,NA,Śliwki,Średnie techniczne,Właściciel
1293,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,13,NA,NA,NA,Śliwki,Średnie ogólne,Główny agronom
1295,13,NA,NA,NA,Borówki,Średnie ogólne,Właściciel
1319,13,NA,NA,NA,Borówki,Średnie ogólne,Agronom – ekspert
1322,13,NA,NA,NA,Śliwki,Średnie techniczne,Właściciel
1327,13,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1356,13,NA,NA,NA,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
1358,13,NA,NA,NA,Gruszki,Średnie techniczne,Dyrektor / wicedyrektor
1364,13,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,13,NA,NA,NA,Borówki,Średnie ogólne,Dyrektor / wicedyrektor
1377,13,NA,NA,NA,Śliwki,Średnie ogólne,Dyrektor / wicedyrektor
1382,13,NA,NA,NA,Śliwki,Średnie ogólne,???
1393,13,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,13,NA,NA,NA,Borówki,Średnie ogólne,Właściciel
1404,13,NA,NA,NA,Wiśnie,Średnie ogólne,Właściciel
1412,13,NA,NA,NA,Śliwki,Średnie ogólne,Agronom – ekspert
1413,13,NA,NA,NA,Borówki,Średnie ogólne,Agronom – ekspert
1430,13,NA,NA,NA,Gruszki,Średnie ogólne,???
1450,13,NA,NA,NA,Śliwki,Średnie ogólne,Agronom – ekspert
1469,13,NA,NA,NA,Borówki,Średnie ogólne,Właściciel
1475,13,NA,NA,NA,Wiśnie,Średnie techniczne,Agronom – ekspert
1476,13,NA,NA,NA,Porzeczki,Średnie ogólne,Główny agronom
1477,13,NA,NA,NA,Śliwki,Średnie ogólne,Główny agronom
1490,13,NA,NA,NA,Borówki,Średnie techniczne,???
1501,13,NA,NA,NA,Gruszki,Średnie ogólne,???
1503,13,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,13,NA,NA,NA,Śliwki,Średnie ogólne,Agronom – ekspert
1529,13,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,13,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,13,NA,NA,NA,Gruszki,Średnie ogólne,Właściciel
1548,13,NA,NA,NA,Śliwki,Średnie ogólne,???
1567,13,NA,NA,NA,Jagody,Średnie ogólne,Właściciel
1575,13,NA,NA,NA,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
1578,13,NA,NA,NA,Śliwki,Średnie ogólne,Właściciel
1581,13,NA,NA,NA,Śliwki,Średnie ogólne,Właściciel
1588,13,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1591,13,NA,NA,NA,Śliwki,Średnie ogólne,Właściciel
1599,13,NA,NA,NA,Śliwki,Średnie ogólne,???
1605,13,NA,NA,NA,Gruszki,Średnie ogólne,Agronom – ekspert
1634,13,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,13,NA,NA,NA,Śliwki,Średnie ogólne,Właściciel
1653,13,NA,NA,NA,Wiśnie,Średnie techniczne,Właściciel
1666,13,NA,NA,NA,Gruszki,Średnie ogólne,Agronom – ekspert
1672,13,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,13,NA,NA,NA,Gruszki,Średnie ogólne,Agronom – ekspert
1705,13,NA,NA,NA,Borówki,Średnie ogólne,Dyrektor / wicedyrektor
1710,13,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1712,13,NA,NA,NA,Śliwki,Średnie ogólne,Agronom – ekspert
1719,13,NA,NA,NA,Gruszki,Średnie ogólne,???
1739,13,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1740,13,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,13,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,13,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1792,13,NA,NA,NA,Gruszki,Wyższe,???
1851,13,NA,NA,NA,Śliwki,Średnie ogólne,???
1860,13,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,13,NA,NA,NA,Aronia,Średnie ogólne,???
1866,13,NA,NA,NA,NA,Średnie ogólne,???
1870,13,NA,NA,NA,Śliwki,Średnie ogólne,???
1909,13,NA,NA,NA,Gruszki,Średnie ogólne,???
1959,13,NA,NA,NA,NA,Średnie ogólne,???
1971,13,NA,NA,NA,Jagody,Średnie ogólne,Właściciel
1974,13,NA,NA,NA,NA,Średnie techniczne,???
1978,13,NA,NA,NA,Aronia,Wyższe rolnicze,Właściciel
1984,13,NA,NA,NA,Borówki,Wyższe,Agronom – ekspert
1994,13,NA,NA,NA,Aronia,Wyższe rolnicze,???
2000,13,NA,NA,NA,Jabłka,Wyższe,Dyrektor / wicedyrektor
2004,13,NA,NA,NA,Porzeczki,Wyższe,Dyrektor / wicedyrektor
2019,13,NA,NA,NA,NA,Wyższe,Główny agronom
2024,13,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,13,NA,NA,NA,Porzeczki,Średnie techniczne,Główny agronom
2036,13,NA,NA,NA,Wiśnie,Wyższe,Właściciel
2051,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,13,NA,NA,NA,Truskawki,Średnie ogólne,Dyrektor / wicedyrektor
2061,13,NA,NA,NA,NA,Wyższe,???
2064,13,NA,NA,NA,Porzeczki,Średnie techniczne,???
2069,13,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,13,NA,NA,NA,Maliny,Wyższe,???
2082,13,NA,NA,NA,NA,Wyższe,Główny agronom
2083,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,13,NA,NA,NA,NA,Wyższe,???
2101,13,NA,NA,NA,Truskawki,Średnie techniczne,Dyrektor / wicedyrektor
2124,13,NA,NA,NA,Śliwki,Wyższe,Właściciel
2128,13,NA,NA,NA,Maliny,Wyższe,Dyrektor / wicedyrektor
2138,13,NA,NA,NA,Jagody,Wyższe,???
2150,13,NA,NA,NA,NA,Wyższe,???
2159,13,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,13,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,13,NA,NA,NA,Wiśnie,Średnie ogólne,Dyrektor / wicedyrektor
2180,13,NA,NA,NA,Jabłka,Średnie ogólne,Właściciel
2196,13,NA,NA,NA,Śliwki,Średnie techniczne,???
2198,13,NA,NA,NA,Porzeczki,Wyższe,Właściciel
2209,13,NA,NA,NA,Wiśnie,Wyższe rolnicze,Agronom – ekspert
2210,13,NA,NA,NA,Śliwki,Wyższe,???
2218,13,NA,NA,NA,Śliwki,Wyższe,???
2223,13,NA,NA,NA,Maliny,Wyższe rolnicze,Właściciel
2231,13,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,13,NA,NA,NA,Jabłka,Średnie ogólne,???
2269,13,NA,NA,NA,Borówki,Średnie ogólne,???
2270,13,NA,NA,NA,Wiśnie,Wyższe,Właściciel
2283,13,NA,NA,NA,Aronia,Wyższe,Dyrektor / wicedyrektor
2291,13,NA,NA,NA,Gruszki,Wyższe,Główny agronom
2300,13,NA,NA,NA,Wiśnie,Średnie techniczne,Agronom – ekspert
2309,13,NA,NA,NA,Borówki,Wyższe,Agronom – ekspert
2311,13,NA,NA,NA,Truskawki,Średnie techniczne,Główny agronom
2316,13,NA,NA,NA,Maliny,Średnie ogólne,Właściciel
2326,13,NA,NA,NA,Gruszki,Wyższe rolnicze,Agronom – ekspert
2329,13,NA,NA,NA,Porzeczki,Średnie ogólne,???
2341,13,NA,NA,NA,Jabłka,Średnie techniczne,Właściciel
2343,13,NA,NA,NA,Jagody,Wyższe,Agronom – ekspert
2355,13,NA,NA,NA,NA,Wyższe rolnicze,???
2420,13,NA,NA,NA,Borówki,Średnie techniczne,Agronom – ekspert
2422,13,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,13,NA,NA,NA,Truskawki,Wyższe rolnicze,Inne
2437,13,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,13,NA,NA,NA,Jabłka,Wyższe rolnicze,Główny agronom
2442,13,NA,NA,NA,Gruszki,Wyższe rolnicze,???
2446,13,NA,NA,NA,Wiśnie,Średnie ogólne,Właściciel
2452,13,NA,NA,NA,Truskawki,Wyższe,Dyrektor / wicedyrektor
2457,13,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,13,NA,NA,NA,Wiśnie,Wyższe rolnicze,Główny agronom
2484,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,13,NA,NA,NA,Maliny,Wyższe rolnicze,Agronom – ekspert
2500,13,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,13,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,13,NA,NA,NA,Maliny,Średnie techniczne,Właściciel
2520,13,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,13,NA,NA,NA,Aronia,Średnie ogólne,Właściciel
2537,13,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,13,NA,NA,NA,NA,Średnie techniczne,???
2545,13,NA,NA,NA,Jagody,Wyższe,Główny agronom
2549,13,NA,NA,NA,Jagody,Średnie ogólne,Dyrektor / wicedyrektor
2563,13,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,13,NA,NA,NA,NA,Średnie techniczne,???
2571,13,NA,NA,NA,Porzeczki,Wyższe,Agronom – ekspert
2574,13,NA,NA,NA,Jagody,Średnie techniczne,Dyrektor / wicedyrektor
2603,13,NA,NA,NA,Śliwki,Średnie ogólne,Główny agronom
2613,13,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,13,NA,NA,NA,Maliny,Wyższe,Agronom – ekspert
2631,13,NA,NA,NA,Wiśnie,Wyższe rolnicze,Agronom – ekspert
2634,13,NA,NA,NA,Wiśnie,Wyższe,???
2638,13,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,13,NA,NA,NA,Maliny,Średnie techniczne,Dyrektor / wicedyrektor
2660,13,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,13,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,13,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,13,NA,NA,NA,Truskawki,Średnie ogólne,Właściciel
2688,13,NA,NA,NA,NA,Średnie ogólne,???
2703,13,NA,NA,NA,Aronia,Wyższe,???
2707,13,NA,NA,NA,Śliwki,Średnie ogólne,Agronom – ekspert
2712,13,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,13,NA,NA,NA,Aronia,Średnie techniczne,Dyrektor / wicedyrektor
2719,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,13,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,13,NA,NA,NA,Truskawki,Wyższe,Dyrektor / wicedyrektor
2750,13,NA,NA,NA,Borówki,Wyższe,Główny agronom
2769,13,NA,NA,NA,Śliwki,Wyższe rolnicze,Właściciel
2773,13,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
2780,13,NA,NA,NA,Wiśnie,Wyższe,Dyrektor / wicedyrektor
2790,13,NA,NA,NA,NA,Średnie ogólne,???
2795,13,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,13,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,13,NA,NA,NA,Truskawki,Średnie techniczne,Główny agronom
2804,13,NA,NA,NA,Maliny,Wyższe rolnicze,Agronom – ekspert
2809,13,NA,NA,NA,Jagody,Wyższe,???
2815,13,NA,NA,NA,Porzeczki,Średnie techniczne,Właściciel
2822,13,NA,NA,NA,Maliny,Średnie techniczne,Właściciel
2824,13,NA,NA,NA,Maliny,Średnie techniczne,Właściciel
2832,13,NA,NA,NA,Gruszki,Średnie ogólne,???
2835,13,NA,NA,NA,NA,Średnie techniczne,???
2837,13,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,13,NA,NA,NA,Porzeczki,Średnie ogólne,Dyrektor / wicedyrektor
2868,13,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,13,NA,NA,NA,NA,Wyższe,Główny agronom
2879,13,NA,NA,NA,Wiśnie,Wyższe,Właściciel
2880,13,NA,NA,NA,Śliwki,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,13,NA,NA,NA,Porzeczki,Średnie techniczne,???
2886,13,NA,NA,NA,NA,Wyższe,Główny agronom
1136,14,NA,NA,NA,Borówki,Średnie techniczne,Właściciel
1143,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,14,NA,NA,NA,NA,Wyższe,Właściciel
1151,14,NA,NA,NA,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
1154,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1167,14,NA,NA,NA,Gruszki,Średnie techniczne,Główny agronom
1191,14,NA,NA,NA,Gruszki,Wyższe,Dyrektor / wicedyrektor
1203,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,14,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1221,14,NA,NA,NA,Wiśnie,Średnie techniczne,Agronom – ekspert
1233,14,NA,NA,NA,Wiśnie,Średnie techniczne,Właściciel
1234,14,NA,NA,NA,Wiśnie,Wyższe,Główny agronom
1236,14,NA,NA,NA,Gruszki,Średnie ogólne,Właściciel
1256,14,NA,NA,NA,Borówki,Średnie ogólne,Dyrektor / wicedyrektor
1261,14,NA,NA,NA,Maliny,Średnie techniczne,Właściciel
1271,14,NA,NA,NA,Borówki,Średnie ogólne,???
1272,14,NA,NA,NA,Wiśnie,Wyższe,Agronom – ekspert
1286,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,14,NA,NA,NA,Gruszki,Średnie techniczne,Właściciel
1293,14,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,14,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1295,14,NA,NA,NA,Maliny,Średnie ogólne,Właściciel
1319,14,NA,NA,NA,Porzeczki,Średnie ogólne,Agronom – ekspert
1322,14,NA,NA,NA,Gruszki,Średnie techniczne,Właściciel
1327,14,NA,NA,NA,Wiśnie,Średnie ogólne,Główny agronom
1356,14,NA,NA,NA,Wiśnie,Średnie ogólne,Dyrektor / wicedyrektor
1358,14,NA,NA,NA,Wiśnie,Średnie techniczne,Dyrektor / wicedyrektor
1364,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,14,NA,NA,NA,Maliny,Średnie ogólne,Dyrektor / wicedyrektor
1377,14,NA,NA,NA,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
1382,14,NA,NA,NA,Porzeczki,Średnie ogólne,???
1393,14,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,14,NA,NA,NA,Porzeczki,Średnie ogólne,Właściciel
1404,14,NA,NA,NA,Borówki,Średnie ogólne,Właściciel
1412,14,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1413,14,NA,NA,NA,Maliny,Średnie ogólne,Agronom – ekspert
1430,14,NA,NA,NA,Borówki,Średnie ogólne,???
1450,14,NA,NA,NA,Gruszki,Średnie ogólne,Agronom – ekspert
1469,14,NA,NA,NA,Porzeczki,Średnie ogólne,Właściciel
1475,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1477,14,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
1490,14,NA,NA,NA,Porzeczki,Średnie techniczne,???
1501,14,NA,NA,NA,Porzeczki,Średnie ogólne,???
1503,14,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,14,NA,NA,NA,Gruszki,Średnie ogólne,Agronom – ekspert
1529,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,14,NA,NA,NA,Wiśnie,Średnie ogólne,Właściciel
1548,14,NA,NA,NA,Gruszki,Średnie ogólne,???
1567,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,14,NA,NA,NA,Wiśnie,Średnie ogólne,Dyrektor / wicedyrektor
1578,14,NA,NA,NA,Porzeczki,Średnie ogólne,Właściciel
1581,14,NA,NA,NA,Gruszki,Średnie ogólne,Właściciel
1588,14,NA,NA,NA,Porzeczki,Średnie ogólne,Agronom – ekspert
1591,14,NA,NA,NA,Gruszki,Średnie ogólne,Właściciel
1599,14,NA,NA,NA,Gruszki,Średnie ogólne,???
1605,14,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1634,14,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,14,NA,NA,NA,Wiśnie,Średnie ogólne,Właściciel
1653,14,NA,NA,NA,Borówki,Średnie techniczne,Właściciel
1666,14,NA,NA,NA,Porzeczki,Średnie ogólne,Agronom – ekspert
1672,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,14,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1705,14,NA,NA,NA,Porzeczki,Średnie ogólne,Dyrektor / wicedyrektor
1710,14,NA,NA,NA,Borówki,Średnie ogólne,Agronom – ekspert
1712,14,NA,NA,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1719,14,NA,NA,NA,Borówki,Średnie ogólne,???
1739,14,NA,NA,NA,Borówki,Średnie ogólne,Główny agronom
1740,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,14,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,14,NA,NA,NA,Wiśnie,Średnie ogólne,Główny agronom
1792,14,NA,NA,NA,Porzeczki,Wyższe,???
1851,14,NA,NA,NA,Gruszki,Średnie ogólne,???
1860,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,14,NA,NA,NA,Jagody,Średnie ogólne,???
1866,14,NA,NA,NA,NA,Średnie ogólne,???
1870,14,NA,NA,NA,Borówki,Średnie ogólne,???
1909,14,NA,NA,NA,Borówki,Średnie ogólne,???
1959,14,NA,NA,NA,NA,Średnie ogólne,???
1971,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
1974,14,NA,NA,NA,NA,Średnie techniczne,???
1978,14,NA,NA,NA,Jabłka,Wyższe rolnicze,Właściciel
1984,14,NA,NA,NA,Maliny,Wyższe,Agronom – ekspert
1994,14,NA,NA,NA,Gruszki,Wyższe rolnicze,???
2000,14,NA,NA,NA,Aronia,Wyższe,Dyrektor / wicedyrektor
2004,14,NA,NA,NA,Borówki,Wyższe,Dyrektor / wicedyrektor
2019,14,NA,NA,NA,NA,Wyższe,Główny agronom
2024,14,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,14,NA,NA,NA,Śliwki,Średnie techniczne,Główny agronom
2036,14,NA,NA,NA,NA,Wyższe,Właściciel
2051,14,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,14,NA,NA,NA,Maliny,Średnie ogólne,Dyrektor / wicedyrektor
2061,14,NA,NA,NA,NA,Wyższe,???
2064,14,NA,NA,NA,Maliny,Średnie techniczne,???
2069,14,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,14,NA,NA,NA,Śliwki,Wyższe,???
2082,14,NA,NA,NA,NA,Wyższe,Główny agronom
2083,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,14,NA,NA,NA,NA,Wyższe,???
2101,14,NA,NA,NA,Maliny,Średnie techniczne,Dyrektor / wicedyrektor
2124,14,NA,NA,NA,NA,Wyższe,Właściciel
2128,14,NA,NA,NA,Wiśnie,Wyższe,Dyrektor / wicedyrektor
2138,14,NA,NA,NA,Maliny,Wyższe,???
2150,14,NA,NA,NA,NA,Wyższe,???
2159,14,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,14,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,14,NA,NA,NA,Śliwki,Średnie ogólne,Dyrektor / wicedyrektor
2180,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
2196,14,NA,NA,NA,Wiśnie,Średnie techniczne,???
2198,14,NA,NA,NA,Jagody,Wyższe,Właściciel
2209,14,NA,NA,NA,Gruszki,Wyższe rolnicze,Agronom – ekspert
2210,14,NA,NA,NA,Wiśnie,Wyższe,???
2218,14,NA,NA,NA,Truskawki,Wyższe,???
2223,14,NA,NA,NA,Aronia,Wyższe rolnicze,Właściciel
2231,14,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,14,NA,NA,NA,NA,Średnie ogólne,???
2269,14,NA,NA,NA,NA,Średnie ogólne,???
2270,14,NA,NA,NA,Śliwki,Wyższe,Właściciel
2283,14,NA,NA,NA,Truskawki,Wyższe,Dyrektor / wicedyrektor
2291,14,NA,NA,NA,NA,Wyższe,Główny agronom
2300,14,NA,NA,NA,Gruszki,Średnie techniczne,Agronom – ekspert
2309,14,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2311,14,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2316,14,NA,NA,NA,Aronia,Średnie ogólne,Właściciel
2326,14,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2329,14,NA,NA,NA,Śliwki,Średnie ogólne,???
2341,14,NA,NA,NA,Borówki,Średnie techniczne,Właściciel
2343,14,NA,NA,NA,Wiśnie,Wyższe,Agronom – ekspert
2355,14,NA,NA,NA,NA,Wyższe rolnicze,???
2420,14,NA,NA,NA,Gruszki,Średnie techniczne,Agronom – ekspert
2422,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,14,NA,NA,NA,Borówki,Wyższe rolnicze,Inne
2437,14,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,14,NA,NA,NA,Aronia,Wyższe rolnicze,Główny agronom
2442,14,NA,NA,NA,Śliwki,Wyższe rolnicze,???
2446,14,NA,NA,NA,Jabłka,Średnie ogólne,Właściciel
2452,14,NA,NA,NA,Maliny,Wyższe,Dyrektor / wicedyrektor
2457,14,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,14,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,14,NA,NA,NA,Porzeczki,Wyższe rolnicze,Agronom – ekspert
2500,14,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,14,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,14,NA,NA,NA,Jabłka,Średnie techniczne,Właściciel
2520,14,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,14,NA,NA,NA,Gruszki,Średnie ogólne,Właściciel
2537,14,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,14,NA,NA,NA,NA,Średnie techniczne,???
2545,14,NA,NA,NA,NA,Wyższe,Główny agronom
2549,14,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2563,14,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,14,NA,NA,NA,NA,Średnie techniczne,???
2571,14,NA,NA,NA,Jagody,Wyższe,Agronom – ekspert
2574,14,NA,NA,NA,Aronia,Średnie techniczne,Dyrektor / wicedyrektor
2603,14,NA,NA,NA,Gruszki,Średnie ogólne,Główny agronom
2613,14,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,14,NA,NA,NA,Borówki,Wyższe,Agronom – ekspert
2631,14,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,14,NA,NA,NA,Gruszki,Wyższe,???
2638,14,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,14,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,14,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,14,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,14,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,14,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,14,NA,NA,NA,Maliny,Średnie ogólne,Właściciel
2688,14,NA,NA,NA,NA,Średnie ogólne,???
2703,14,NA,NA,NA,NA,Wyższe,???
2707,14,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2712,14,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,14,NA,NA,NA,Gruszki,Średnie techniczne,Dyrektor / wicedyrektor
2719,14,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,14,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,14,NA,NA,NA,Aronia,Wyższe,Dyrektor / wicedyrektor
2750,14,NA,NA,NA,NA,Wyższe,Główny agronom
2769,14,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2773,14,NA,NA,NA,Porzeczki,Średnie ogólne,Agronom – ekspert
2780,14,NA,NA,NA,Gruszki,Wyższe,Dyrektor / wicedyrektor
